web-scraper-order,web-scraper-start-url,Reg,Aircraft Type,Config,Delivered,Age,Models
1519894641-6435,https://www.planespotters.net/airline/China-Eastern-Airlines?p=3,B-6586,Airbus A320-232,C8Y150,03. Sep 2009,8.6 Years,A320
1519894631-6259,https://www.planespotters.net/airline/China-Eastern-Airlines?p=7,B-8967,Airbus A330-343,C32W32Y230,28. Jul 2017,0.7 Years,A330
1519894631-6240,https://www.planespotters.net/airline/China-Eastern-Airlines?p=7,B-1041,Airbus A330-343,C32W32Y230,29. Jan 2018,0.1 Years,A330
1519894636-6351,https://www.planespotters.net/airline/China-Eastern-Airlines?p=5,B-2420,Airbus A321-211,C20Y155,16. Oct 2006,11.5 Years,A320
1519894639-6418,https://www.planespotters.net/airline/China-Eastern-Airlines?p=4,B-8973,Airbus A320-214(WL),C8Y150,13. Jan 2017,1.2 Years,A320
1519894644-6479,https://www.planespotters.net/airline/China-Eastern-Airlines?p=2,B-1836,Airbus A320-214(WL),C8Y150,27. May 2014,3.8 Years,A320
1519894639-6391,https://www.planespotters.net/airline/China-Eastern-Airlines?p=4,B-8119,Airbus A320-232(WL),C8Y150,27. Nov 2015,2.3 Years,A320
1519894631-6265,https://www.planespotters.net/airline/China-Eastern-Airlines?p=7,B-1380,Boeing 737-8 MAX,,26. Dec 2017,0.2 Years,737
1519894626-6158,https://www.planespotters.net/airline/China-Eastern-Airlines?p=9,B-5780,Boeing 737-89P(WL),C8Y159,26. Sep 2013,4.5 Years,737
1519894624-6077,https://www.planespotters.net/airline/China-Eastern-Airlines?p=10,B-6148,Boeing 737-89P(WL),,16. Nov 2015,2.3 Years,737
1519894626-6129,https://www.planespotters.net/airline/China-Eastern-Airlines?p=9,B-1791,Boeing 737-89P(WL),,22. Jun 2015,2.7 Years,737
1519894629-6217,https://www.planespotters.net/airline/China-Eastern-Airlines?p=8,B-1515,Boeing 737-89P(WL),,11. Jun 2015,2.7 Years,737
1519894631-6258,https://www.planespotters.net/airline/China-Eastern-Airlines?p=7,B-8863,Airbus A330-343,C32W32Y230,14. Dec 2017,0.6 Years,A330
1519894646-6542,https://www.planespotters.net/airline/China-Eastern-Airlines?p=1,B-6456,Airbus A319-132(WL),C8Y114,16. Apr 2014,3.9 Years,A320
1519894646-6549,https://www.planespotters.net/airline/China-Eastern-Airlines?p=1,B-6463,Airbus A319-132(WL),C8Y114,15. Oct 2014,3.4 Years,A320
1519894646-6568,https://www.planespotters.net/airline/China-Eastern-Airlines?p=1,B-1608,Airbus A320-232(WL),C8Y150,13. Nov 2014,3.3 Years,A320
1519894631-6232,https://www.planespotters.net/airline/China-Eastern-Airlines?p=7,B-6121,Airbus A330-243,C24Y242,28. Feb 2006,12.1 Years,A330
1519894636-6348,https://www.planespotters.net/airline/China-Eastern-Airlines?p=5,B-2291,Airbus A321-211,C20Y155,18. Aug 2005,12.6 Years,A320
1519894634-6310,https://www.planespotters.net/airline/China-Eastern-Airlines?p=6,B-9947,Airbus A321-231(WL),C12Y170,18. Jul 2013,4.7 Years,A320
1519894641-6443,https://www.planespotters.net/airline/China-Eastern-Airlines?p=3,B-6637,Airbus A320-232,C8Y150,29. Mar 2010,8.0 Years,A320
1519894636-6350,https://www.planespotters.net/airline/China-Eastern-Airlines?p=5,B-2419,Airbus A321-211,C20Y155,18. Sep 2006,11.5 Years,A320
1519894641-6465,https://www.planespotters.net/airline/China-Eastern-Airlines?p=3,B-6802,Airbus A320-214,C8Y150,30. Sep 2011,6.5 Years,A320
1519894636-6343,https://www.planespotters.net/airline/China-Eastern-Airlines?p=5,B-1837,Airbus A321-231(WL),C12Y170,17. Jul 2014,3.6 Years,A320
1519894639-6377,https://www.planespotters.net/airline/China-Eastern-Airlines?p=4,B-6878,Airbus A320-214,C8Y150,09. May 2012,5.9 Years,A320
1519894631-6222,https://www.planespotters.net/airline/China-Eastern-Airlines?p=7,B-5943,Airbus A330-243,C30Y204,24. Apr 2014,3.9 Years,A330
1519894639-6397,https://www.planespotters.net/airline/China-Eastern-Airlines?p=4,B-8276,Airbus A320-232(WL),C8Y150,27. Nov 2015,2.3 Years,A320
1519894646-6551,https://www.planespotters.net/airline/China-Eastern-Airlines?p=1,B-6466,Airbus A319-115(WL),C8Y114,12. Dec 2014,3.3 Years,A320
1519894631-6237,https://www.planespotters.net/airline/China-Eastern-Airlines?p=7,B-6543,Airbus A330-243,C30Y204,19. Jan 2012,6.2 Years,A330
1519894639-6400,https://www.planespotters.net/airline/China-Eastern-Airlines?p=4,B-8391,Airbus A320-214(WL),C8Y150,28. Apr 2016,1.9 Years,A320
1519894624-6084,https://www.planespotters.net/airline/China-Eastern-Airlines?p=10,B-7375,Boeing 737-89P(WL),,15. Jan 2016,2.2 Years,737
1519894636-6361,https://www.planespotters.net/airline/China-Eastern-Airlines?p=5,B-6591,Airbus A321-231,C12Y166,11. Aug 2010,8.7 Years,A320
1519894629-6172,https://www.planespotters.net/airline/China-Eastern-Airlines?p=8,B-5231,Boeing 737-79P(WL),C8Y126,30. Aug 2006,11.5 Years,737
1519894636-6347,https://www.planespotters.net/airline/China-Eastern-Airlines?p=5,B-2290,Airbus A321-211,C20Y155,26. Oct 2004,13.4 Years,A320
1519894646-6557,https://www.planespotters.net/airline/China-Eastern-Airlines?p=1,B-6477,Airbus A319-115(WL),C8Y114,05. Jun 2015,2.8 Years,A320
1519894644-6487,https://www.planespotters.net/airline/China-Eastern-Airlines?p=2,B-2208,Airbus A320-214,C8Y150,20. Sep 1999,18.6 Years,A320
1519894624-6103,https://www.planespotters.net/airline/China-Eastern-Airlines?p=10,B-2021,Boeing 777-39P(ER),F6C52Y258,23. Jun 2015,2.8 Years,777
1519894629-6210,https://www.planespotters.net/airline/China-Eastern-Airlines?p=8,B-1319,Boeing 737-89P(WL),,30. Nov 2017,0.3 Years,737
1519894644-6483,https://www.planespotters.net/airline/China-Eastern-Airlines?p=2,B-1862,Airbus A320-214(WL),C8Y150,18. Aug 2014,3.6 Years,A320
1519894626-6122,https://www.planespotters.net/airline/China-Eastern-Airlines?p=9,B-1723,Boeing 737-89P(WL),C8Y159,16. Dec 2014,3.3 Years,737
1519894624-6087,https://www.planespotters.net/airline/China-Eastern-Airlines?p=10,B-7589,Boeing 737-89P(WL),,20. Dec 2016,1.2 Years,737
1519894624-6092,https://www.planespotters.net/airline/China-Eastern-Airlines?p=10,B-7600,Boeing 737-89P(WL),,27. Sep 2016,1.4 Years,737
1519894629-6205,https://www.planespotters.net/airline/China-Eastern-Airlines?p=8,B-1308,Boeing 737-89P(WL),,22. Aug 2017,0.6 Years,737
1519894644-6524,https://www.planespotters.net/airline/China-Eastern-Airlines?p=2,B-6335,Airbus A320-214,C8Y150,01. Aug 2007,10.6 Years,A320
1519894641-6437,https://www.planespotters.net/airline/China-Eastern-Airlines?p=3,B-6600,Airbus A320-232,C8Y150,27. Oct 2009,8.4 Years,A320
1519894636-6333,https://www.planespotters.net/airline/China-Eastern-Airlines?p=5,B-,Airbus A320-251N,,(On Order),,A320
1519894634-6315,https://www.planespotters.net/airline/China-Eastern-Airlines?p=6,B-5920,Airbus A330-243,C30Y204,11. Jan 2013,5.2 Years,A330
1519894644-6502,https://www.planespotters.net/airline/China-Eastern-Airlines?p=2,B-2359,Airbus A320-214,C8Y150,20. Sep 2003,19.7 Years,A320
1519894639-6374,https://www.planespotters.net/airline/China-Eastern-Airlines?p=4,B-6875,Airbus A320-232,C8Y150,27. Mar 2012,6.0 Years,A320
1519894631-6266,https://www.planespotters.net/airline/China-Eastern-Airlines?p=7,B-1383,Boeing 737-8 MAX,,05. Dec 2017,0.3 Years,737
1519894641-6463,https://www.planespotters.net/airline/China-Eastern-Airlines?p=3,B-6799,Airbus A320-214,C8Y150,02. Sep 2011,6.5 Years,A320
1519894629-6198,https://www.planespotters.net/airline/China-Eastern-Airlines?p=8,B-5821,Boeing 737-79P(WL),C8Y126,25. Aug 2014,3.6 Years,737
1519894641-6473,https://www.planespotters.net/airline/China-Eastern-Airlines?p=3,B-6871,Airbus A320-214,C8Y150,09. Feb 2012,6.1 Years,A320
1519894624-6085,https://www.planespotters.net/airline/China-Eastern-Airlines?p=10,B-7376,Boeing 737-89P(WL),,20. Feb 2016,2.1 Years,737
1519894634-6296,https://www.planespotters.net/airline/China-Eastern-Airlines?p=6,B-8650,Airbus A321-211(WL),C12Y170,15. Nov 2016,1.3 Years,A320
1519894634-6281,https://www.planespotters.net/airline/China-Eastern-Airlines?p=6,B-8406,Airbus A321-211(WL),C12Y170,27. May 2016,1.8 Years,A320
1519894639-6416,https://www.planespotters.net/airline/China-Eastern-Airlines?p=4,B-8858,Airbus A320-214(WL),C8Y150,20. Sep 2017,0.5 Years,A320
1519894631-6269,https://www.planespotters.net/airline/China-Eastern-Airlines?p=7,B-2503,Boeing 737-7W0(WL),C8Y126,Jun-03,18.8 Years,737
1519894624-6111,https://www.planespotters.net/airline/China-Eastern-Airlines?p=10,B-7367,Boeing 777-39P(ER),F6C52Y258,31. Oct 2016,1.4 Years,777
1519894639-6408,https://www.planespotters.net/airline/China-Eastern-Airlines?p=4,B-8557,Airbus A320-214(WL),C8Y150,11. Aug 2016,1.7 Years,A320
1519894641-6464,https://www.planespotters.net/airline/China-Eastern-Airlines?p=3,B-6801,Airbus A320-214,C8Y150,28. Sep 2011,6.5 Years,A320
1519894636-6325,https://www.planespotters.net/airline/China-Eastern-Airlines?p=5,B-9943,Airbus A320-214(WL),C8Y150,28. Aug 2013,4.6 Years,A320
1519894646-6550,https://www.planespotters.net/airline/China-Eastern-Airlines?p=1,B-6465,Airbus A319-115(WL),C8Y114,12. Dec 2014,3.3 Years,A320
1519894641-6449,https://www.planespotters.net/airline/China-Eastern-Airlines?p=3,B-6693,Airbus A320-232,C8Y150,08. Jul 2010,7.7 Years,A320
1519894641-6459,https://www.planespotters.net/airline/China-Eastern-Airlines?p=3,B-6760,Airbus A320-214,C8Y150,24. Jun 2011,6.7 Years,A320
1519894629-6187,https://www.planespotters.net/airline/China-Eastern-Airlines?p=8,B-5282,Boeing 737-79P(WL),C8Y126,16. Nov 2011,6.3 Years,737
1519894646-6540,https://www.planespotters.net/airline/China-Eastern-Airlines?p=1,B-6450,Airbus A319-133(WL),C8Y114,25. Oct 2013,4.4 Years,A320
1519894641-6472,https://www.planespotters.net/airline/China-Eastern-Airlines?p=3,B-6870,Airbus A320-214,C8Y150,19. Jan 2012,6.2 Years,A320
1519894639-6412,https://www.planespotters.net/airline/China-Eastern-Airlines?p=4,B-8566,Airbus A320-214(WL),C8Y150,25. Apr 2017,1.0 Years,A320
1519894646-6559,https://www.planespotters.net/airline/China-Eastern-Airlines?p=1,B-8379,Airbus A319-115(WL),C8Y114,26. Feb 2016,2.1 Years,A320
1519894629-6213,https://www.planespotters.net/airline/China-Eastern-Airlines?p=8,B-1421,Boeing 737-89P(WL),,18. Aug 2017,0.6 Years,737
1519894624-6095,https://www.planespotters.net/airline/China-Eastern-Airlines?p=10,B-7966,Boeing 737-89P(WL),,28. Jun 2016,1.7 Years,737
1519894641-6461,https://www.planespotters.net/airline/China-Eastern-Airlines?p=3,B-6797,Airbus A320-214,C8Y150,16. Aug 2011,6.6 Years,A320
1519894624-6109,https://www.planespotters.net/airline/China-Eastern-Airlines?p=10,B-7349,Boeing 777-39P(ER),F6C52Y258,30. Jun 2016,1.7 Years,777
1519894629-6177,https://www.planespotters.net/airline/China-Eastern-Airlines?p=8,B-5256,Boeing 737-79P(WL),C8Y126,30. Jun 2009,8.7 Years,737
1519894636-6339,https://www.planespotters.net/airline/China-Eastern-Airlines?p=5,B-1679,Airbus A321-231(WL),C12Y170,02. Jun 2015,2.8 Years,A320
1519894641-6433,https://www.planespotters.net/airline/China-Eastern-Airlines?p=3,B-6560,Airbus A320-232,C8Y150,17. Jun 2009,8.8 Years,A320
1519894641-6427,https://www.planespotters.net/airline/China-Eastern-Airlines?p=3,B-6373,Airbus A320-232,C8Y150,24. Oct 2008,9.4 Years,A320
1519894639-6395,https://www.planespotters.net/airline/China-Eastern-Airlines?p=4,B-8229,Airbus A320-214(WL),C8Y150,17. Sep 2015,2.5 Years,A320
1519894629-6182,https://www.planespotters.net/airline/China-Eastern-Airlines?p=8,B-5265,Boeing 737-79P(WL),C8Y126,15. Apr 2010,7.9 Years,737
1519894631-6270,https://www.planespotters.net/airline/China-Eastern-Airlines?p=7,B-2639,Boeing 737-7W0(WL),C8Y126,Aug-03,19.4 Years,737
1519894644-6507,https://www.planespotters.net/airline/China-Eastern-Airlines?p=2,B-2411,Airbus A320-214,C8Y150,07. Jun 2005,12.8 Years,A320
1519894629-6179,https://www.planespotters.net/airline/China-Eastern-Airlines?p=8,B-5258,Boeing 737-79P(WL),C8Y126,28. Aug 2009,8.5 Years,737
1519894644-6515,https://www.planespotters.net/airline/China-Eastern-Airlines?p=2,B-6006,Airbus A320-214,C8Y150,28. Oct 2003,14.7 Years,A320
1519894626-6135,https://www.planespotters.net/airline/China-Eastern-Airlines?p=9,B-1961,Boeing 737-89P(WL),C8Y159,11. Mar 2014,4.0 Years,737
1519894629-6218,https://www.planespotters.net/airline/China-Eastern-Airlines?p=8,B-1535,Boeing 737-89P(WL),C12Y150,09. Nov 2016,1.3 Years,737
1519894636-6369,https://www.planespotters.net/airline/China-Eastern-Airlines?p=5,B-6923,Airbus A321-231,C12Y166,20. Jun 2012,5.7 Years,A320
1519894626-6120,https://www.planespotters.net/airline/China-Eastern-Airlines?p=9,B-1703,Boeing 737-89P(WL),C8Y159,16. Sep 2014,3.5 Years,737
1519894626-6156,https://www.planespotters.net/airline/China-Eastern-Airlines?p=9,B-5756,Boeing 737-89P(WL),C8Y159,28. Mar 2013,5.0 Years,737
1519894641-6436,https://www.planespotters.net/airline/China-Eastern-Airlines?p=3,B-6587,Airbus A320-232,C8Y150,16. Sep 2009,8.5 Years,A320
1519894646-6533,https://www.planespotters.net/airline/China-Eastern-Airlines?p=1,B-6428,Airbus A319-115,C8Y114,24. Oct 2012,5.4 Years,A320
1519894626-6126,https://www.planespotters.net/airline/China-Eastern-Airlines?p=9,B-1788,Boeing 737-89P(WL),C8Y159,13. Feb 2015,3.1 Years,737
1519894646-6543,https://www.planespotters.net/airline/China-Eastern-Airlines?p=1,B-6457,Airbus A319-132(WL),C8Y114,27. Jan 2014,4.1 Years,A320
1519894631-6257,https://www.planespotters.net/airline/China-Eastern-Airlines?p=7,B-8862,Airbus A330-343,C32W32Y230,30. Aug 2017,0.7 Years,A330
1519894641-6428,https://www.planespotters.net/airline/China-Eastern-Airlines?p=3,B-6375,Airbus A320-232,C8Y150,13. Nov 2008,9.4 Years,A320
1519894646-6534,https://www.planespotters.net/airline/China-Eastern-Airlines?p=1,B-6429,Airbus A319-115,C8Y114,30. Oct 2012,5.4 Years,A320
1519894639-6413,https://www.planespotters.net/airline/China-Eastern-Airlines?p=4,B-8855,Airbus A320-214(WL),C8Y150,19. Jun 2017,0.7 Years,A320
1519894631-6225,https://www.planespotters.net/airline/China-Eastern-Airlines?p=7,B-5961,Airbus A330-243,C30Y204,30. Oct 2014,3.4 Years,A330
1519894624-6080,https://www.planespotters.net/airline/China-Eastern-Airlines?p=10,B-6249,Boeing 737-89P(WL),,07. Dec 2015,2.3 Years,737
1519894634-6298,https://www.planespotters.net/airline/China-Eastern-Airlines?p=6,B-8652,Airbus A321-211(WL),C12Y170,29. Dec 2016,1.2 Years,A320
1519894639-6423,https://www.planespotters.net/airline/China-Eastern-Airlines?p=4,B-9921,Airbus A320-232(WL),C8Y150,17. May 2013,4.8 Years,A320
1519894631-6223,https://www.planespotters.net/airline/China-Eastern-Airlines?p=7,B-5949,Airbus A330-243,C30Y204,25. Jun 2014,3.8 Years,A330
1519894631-6246,https://www.planespotters.net/airline/China-Eastern-Airlines?p=7,B-6085,Airbus A330-343,C38Y262,11. Jun 2007,10.9 Years,A330
1519894629-6200,https://www.planespotters.net/airline/China-Eastern-Airlines?p=8,B-5828,Boeing 737-79P(WL),C8Y126,06. Mar 2015,3.0 Years,737
1519894634-6306,https://www.planespotters.net/airline/China-Eastern-Airlines?p=6,B-9903,Airbus A321-231(WL),C12Y170,26. Feb 2013,5.1 Years,A320
1519894634-6304,https://www.planespotters.net/airline/China-Eastern-Airlines?p=6,B-8978,Airbus A321-211(WL),C12Y170,21. Apr 2017,0.9 Years,A320
1519894634-6286,https://www.planespotters.net/airline/China-Eastern-Airlines?p=6,B-8568,Airbus A321-211(WL),C12Y170,22. Sep 2017,0.5 Years,A320
1519894626-6134,https://www.planespotters.net/airline/China-Eastern-Airlines?p=9,B-1933,Boeing 737-89P(WL),C8Y159,09. May 2014,3.9 Years,737
1519894644-6516,https://www.planespotters.net/airline/China-Eastern-Airlines?p=2,B-6007,Airbus A320-214,C8Y150,27. Aug 2003,14.7 Years,A320
1519894636-6327,https://www.planespotters.net/airline/China-Eastern-Airlines?p=5,B-9946,Airbus A320-214(WL),C8Y150,06. Aug 2013,4.6 Years,A320
1519894629-6195,https://www.planespotters.net/airline/China-Eastern-Airlines?p=8,B-5817,Boeing 737-79P(WL),C8Y126,27. Oct 2014,3.4 Years,737
1519894644-6523,https://www.planespotters.net/airline/China-Eastern-Airlines?p=2,B-6333,Airbus A320-214,C8Y150,05. Jul 2007,10.7 Years,A320
1519894644-6477,https://www.planespotters.net/airline/China-Eastern-Airlines?p=2,B-1815,Airbus A320-232(WL),C8Y150,05. Mar 2014,4.0 Years,A320
1519894646-6572,https://www.planespotters.net/airline/China-Eastern-Airlines?p=1,B-1612,Airbus A320-214(WL),C8Y150,03. Nov 2014,3.4 Years,A320
1519894626-6138,https://www.planespotters.net/airline/China-Eastern-Airlines?p=9,B-5199,Boeing 737-89P(WL),C8Y159,16. Jan 2009,9.2 Years,737
1519894629-6214,https://www.planespotters.net/airline/China-Eastern-Airlines?p=8,B-1422,Boeing 737-89P(WL),,13. Mar 2017,1.0 Years,737
1519894641-6450,https://www.planespotters.net/airline/China-Eastern-Airlines?p=3,B-6695,Airbus A320-232,C8Y150,27. Aug 2010,7.5 Years,A320
1519894629-6184,https://www.planespotters.net/airline/China-Eastern-Airlines?p=8,B-5270,Boeing 737-79P(WL),C8Y126,22. Jul 2010,7.7 Years,737
1519894636-6362,https://www.planespotters.net/airline/China-Eastern-Airlines?p=5,B-6592,Airbus A321-231,C12Y166,19. Mar 2010,8.4 Years,A320
1519894626-6119,https://www.planespotters.net/airline/China-Eastern-Airlines?p=9,B-1702,Boeing 737-89P(WL),C8Y159,10. Sep 2014,3.5 Years,737
1519894644-6481,https://www.planespotters.net/airline/China-Eastern-Airlines?p=2,B-1860,Airbus A320-214(WL),C8Y150,19. Aug 2014,3.6 Years,A320
1519894636-6331,https://www.planespotters.net/airline/China-Eastern-Airlines?p=5,B-9973,Airbus A320-232(WL),C8Y150,11. Nov 2013,4.3 Years,A320
1519894644-6496,https://www.planespotters.net/airline/China-Eastern-Airlines?p=2,B-2336,Airbus A320-214,C8Y150,16. Nov 2000,17.4 Years,A320
1519894626-6139,https://www.planespotters.net/airline/China-Eastern-Airlines?p=9,B-5472,Boeing 737-89P(WL),C8Y159,31. Aug 2009,8.6 Years,737
1519894636-6353,https://www.planespotters.net/airline/China-Eastern-Airlines?p=5,B-6330,Airbus A321-211,C20Y155,10. Sep 2007,10.5 Years,A320
1519894629-6175,https://www.planespotters.net/airline/China-Eastern-Airlines?p=8,B-5245,Boeing 737-79P(WL),C8Y126,20. Aug 2008,9.6 Years,737
1519894636-6360,https://www.planespotters.net/airline/China-Eastern-Airlines?p=5,B-6369,Airbus A321-211,C20Y155,23. Oct 2008,9.4 Years,A320
1519894634-6272,https://www.planespotters.net/airline/China-Eastern-Airlines?p=6,B-8165,Airbus A321-231(WL),C12Y170,18. Nov 2015,2.3 Years,A320
1519894629-6206,https://www.planespotters.net/airline/China-Eastern-Airlines?p=8,B-1309,Boeing 737-89P(WL),,13. Oct 2017,0.4 Years,737
1519894631-6244,https://www.planespotters.net/airline/China-Eastern-Airlines?p=7,B-5976,Airbus A330-343,C38Y262,19. Jun 2015,2.7 Years,A330
1519894634-6308,https://www.planespotters.net/airline/China-Eastern-Airlines?p=6,B-9906,Airbus A321-231(WL),C12Y170,22. Apr 2013,4.9 Years,A320
1519894646-6531,https://www.planespotters.net/airline/China-Eastern-Airlines?p=1,B-6423,Airbus A319-115,C8Y114,26. Oct 2012,5.4 Years,A320
1519894646-6555,https://www.planespotters.net/airline/China-Eastern-Airlines?p=1,B-6472,Airbus A319-132(WL),C8Y114,20. Jan 2015,3.2 Years,A320
1519894634-6321,https://www.planespotters.net/airline/China-Eastern-Airlines?p=6,B-5938,Airbus A330-243,C30Y204,09. Dec 2013,4.3 Years,A330
1519894646-6564,https://www.planespotters.net/airline/China-Eastern-Airlines?p=1,B-1029,Airbus A320-214(WL),C8Y150,24. Nov 2017,0.3 Years,A320
1519894646-6553,https://www.planespotters.net/airline/China-Eastern-Airlines?p=1,B-6470,Airbus A319-115(WL),C8Y114,21. Jan 2015,3.2 Years,A320
1519894639-6390,https://www.planespotters.net/airline/China-Eastern-Airlines?p=4,B-8111,Airbus A320-232(WL),C8Y150,13. Oct 2015,2.4 Years,A320
1519894639-6385,https://www.planespotters.net/airline/China-Eastern-Airlines?p=4,B-6929,Airbus A320-232,C8Y150,05. Jun 2012,5.8 Years,A320
1519894629-6208,https://www.planespotters.net/airline/China-Eastern-Airlines?p=8,B-1317,Boeing 737-89P(WL),,07. Aug 2017,0.6 Years,737
1519894646-6565,https://www.planespotters.net/airline/China-Eastern-Airlines?p=1,B-1035,Airbus A320-214(WL),C8Y150,19. Dec 2017,0.3 Years,A320
